#,Card Number,Title,Sold Price,Sold Date,URL
27,#CPA-TG,2025 Bowman Draft Taitn Gray 1st Bowman Auto Refractor #CPA-TG Tampa Bay Rays,$15.00,"Feb 28, 2026",https://www.ebay.com/itm/257372532165?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48QVCZ6NSA2G4QZJ3GN&hash=item3bec992dc5:g:6fYAAeSw2Btpholl&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xDiMah0VHlqTW5VpAD5gpQl4bsA5HXHlS3E4H6ZaXibMfSbrbAx4lnSKesm%2FaqKjzk0obItHLkmEABM7FZXSEBKmZabmQPsSWxDuiXUhD7reMgHymy3aaO12YTresaf6i%2F7eQIWZqc7qJz0DIIEbwHdsCofYUXP4KyIZrisDQjUt8NY7yXqAk0cVg%2Ft3L1SHL8aiWNikblvIseOrvdl5dxLW8hXH3%2B0cRSCaP8wBAHCIPnAiyBkIKfsJpQoVGizJro%3D%7Ctkp%3ABk9SR4LF1P6UZw
28,#CPA-MM,2025 Bowman Chrome 1st Prospect Auto Moises Marchan #CPA-MM Kansas City Royals,$6.00,"Feb 28, 2026",https://www.ebay.com/itm/177884422659?_skw=2025+bowman+%23CPA-&epid=11086300665&itmmeta=01KJKYN48Q125FFE9MTHP8JK2A&hash=item296abce203:g:PW4AAeSw7QVpmzR6&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xB2lajnWSnbay6ge5u8eQ8h0g1w2iWF1A6Za8qdXBemW%2BU%2FFePTmuV2MmRwr042Mb42Oj7TOHS7PaYnqShGSNIdjP9i4FbEdaIIex%2Fgzcu8DGMMk4MfCSEeC872YborUb044ZT7mW8vWSIQXEQ%2B77QMwe8X4Y4f6Zo4Yz3KqTwBxEMZiKEdM2UjpYTkoSoMk3tBxFBp%2FyH3Lv9Pf%2F90cYinydkUIfp7APr1HYl2cAWMwB%2FhkWM%2Fp1Ox6SvdxBVMjCk%3D%7Ctkp%3ABk9SR4LF1P6UZw
29,#CPA-CMI,2025 Bowman Draft Chrome 1st Cameron Millar Auto Kansas City Royals #CPA-CMI,$8.25,"Feb 28, 2026",https://www.ebay.com/itm/177862398541?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48QGQMFKESD3ZJRYC6Y&hash=item29696cd24d:g:XbcAAeSwCx9pkDRs&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xD%2FwMSzq9FYp8cUHM6tUKgMNs2NKy7OXboj7bN2N6Z%2Fs10GjORE2%2FgaBXruOKBNG6mNhGUOekqcq5cRWtFpwBwrP9G9LHrmpM3El9ilMgn6wXSumx%2FWy01QbGZGrU6eU1tfm5aV%2BXWVB7ir2PlLIJZmOtnvqB3HjgySLzDX07CecuiQsrmBQUzWMB0BkdSSOTj6YD3hP3%2BitS1zv38YxlgmU49C2dV2wM218E23MWxyI0FSgm2eOv9BspPC%2Bm70rUb1l3kPR1mJ8gi8oQZGuQyINQETUXRXoiE8fHNSwfZgJw%3D%3D%7Ctkp%3ABk9SR4TF1P6UZw
30,#CPA-RCR,2025 Topps Bowman Chrome #CPA-RCR Ronny Curz 1st Auto Chicago Cubs QI95,$3.25,"Feb 28, 2026",https://www.ebay.com/itm/406717765490?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48RVCKAYYV4CP0ETDGJ&hash=item5eb2449772:g:P14AAeSw1iVpeXYZ&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xARAd60FH9AfEKXL2nyuv5yj8l9N160io9aq1L%2F2ESJ34AdFBJU8ZTMWIdHjjDep56DVBMhzN0qlZ54VNTXLPCBALmDQ%2FE1NM%2FEg59X0bmJH%2FeZ5mj%2F21ribvJWc%2BeuDRLYPYY4blGEIwAoyKPp--CWSYk4m9G2anID8PjCAxWQbxfERVNEKyygU9Ib220yi9qBgRR%2BRs5n0cNUnzYlT48Tg5bwjAMQq7%2FyagbzpVm%2Fd2vcBrPz2qgLVj6MahC2yks%3D%7Ctkp%3ABk9SR4TF1P6UZw
31,#CPA-GM,Gustavo Melendez 2025 Bowman Draft Chrome Auto 1st Prospect #CPA-GM Pirates,$5.00,"Feb 28, 2026",https://www.ebay.com/itm/326997486947?_skw=2025+bowman+%23CPA-&epid=26090179916&itmmeta=01KJKYN48R1AN8GJK89ASDYDFB&hash=item4c2291ad63:g:dVoAAeSwdzRpjOAL&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xBzsJgQnUP%2Bs5%2F5yWT885LGb5br7wNyvBr3UIzowV%2F0CdFGTKylTkLh9R2AKkI7d%2Fv1zSK04ImieS9D9m9qn57fIhO2VGqPj7erq2pjHwejFk9mf9w75hMig7nfUMDVojAXSiw2ItefkrcRDHUGGalSoqvBpPVOIXds0rXLEe0xEBepP56ZLUoFop3wq6wlsYR7XiDYmIJhrRCB%2B4rLbCpotPhyB1OiToyY0pwIsHaPA7yTC%2BDrdu2Weq0HTMcN41F96Oime0BIbIigV6qVIhzMhpUN0jLU%2BBjt4dDrEDghkA%3D%3D%7Ctkp%3ABk9SR4TF1P6UZw
32,#CPA-RR,"2025 Bowman Chrome - Prospect Autographs Rainiel Rodriguez,CPA-RR (AU, RC)",$210.09,"Feb 28, 2026",https://www.ebay.com/itm/198127204376?_skw=2025+bowman+%23CPA-&epid=21086337356&itmmeta=01KJKYN48RS5SATFAEC674PY05&hash=item2e214d3818:g:PUEAAeSw6yBpkMEn&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xCxa3ZFPz3hUxK3TANv05CpYcQDQWpoAyzR%2FP%2FGflS1WyJf79j8RfPYKvf5w%2BC2hshSw9%2Bi6%2FEVVTGI30tdR9QGOC0264hQsQkmqQ4TLIGNj8wRXT%2FFqz3Jxh8Itx6TvZZVZ43LMzFgPaLCawsWDsyySDaNOZV1demjjCKO5J1vGoA34m9HED%2FrdoQM69yr3%2BH3m%2FcByDWKYuFXYQA2gqyyNhngnoeAER8YqCNitFf6UJdpCPn6%2FkMb6cQgp5QkLZY%3D%7Ctkp%3ABk9SR4TF1P6UZw
33,#CPA-II,2025 Bowman Draft Ike Irish Bowman 1st Auto CPA-II Baltimore Orioles D707,$46.99,"Feb 28, 2026",https://www.ebay.com/itm/127701500437?_skw=2025+bowman+%23CPA-&epid=9090173915&itmmeta=01KJKYN48RHFV582S4ZD1CNYKP&hash=item1dbb9a4215:g:Sn8AAeSwTVFpkR8k&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xBB7A786FDFyPDFdFpurS33Ge2jib%2FwdCzsPGpKY6NK3GFcxIjzygYTBjJZtIcd7gLkLICqgnbOrbCygDGL7BCF22JSYntQ8x3lSAsGsxa4NICRHOdcmwG6qdO1kKOrO6qPLCMrDnaeYW6k8RXtsv23iIRacTlQZwn3lB%2F0PCgTHtaCqCa21VjDy3eZAu4V7cyFGtqSnu--l9tqg%2Fvwlub7D6cPbmxU9ECKC%2FM18C3WXaDbRxm9ywc3q6qdb3af9Cs%3D%7Ctkp%3ABk9SR4TF1P6UZw
34,#CPA-KD,2025 Bowman Chrome Kevin Defrank Auto 1st Prospect #CPA-KD Marlins,$18.75,"Feb 28, 2026",https://www.ebay.com/itm/127701161087?_skw=2025+bowman+%23CPA-&epid=16086302839&itmmeta=01KJKYN48R7XPJMF0MJG6HJY7C&hash=item1dbb95147f:g:Tl8AAeSwvTlpnLsL&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xDPyPIxJUJWHnWAauioqQN9PTND32eHvBzVcZhoNPUdFMbINC2OinlY7zxg7imTe13h%2FTBaso%2BBRw001Mwe3UNWwxqFK8h7fxxf6inH46fJpSaiFAB67R3lk9rGnpYlAETAGL8QJfuOW41%2F5NaCkTVdvgp0FyZrElLDbQPSX3dWFYW33QT9l8S09rR%2BR%2B5v4CB8omifo1es1LKNmu14fV4OWrpsAB6Q01bcqVz5A%2FyMyf4HyCp4k%2F71StVAWEG7iTqrjqnBf69YEEa9giqAlRK%2B8%2BhPXJnObLkcjAR9NrbhrQ%3D%3D%7Ctkp%3ABk9SR4TF1P6UZw
35,#CPA-KD,2025 Bowman Chrome Kevin Defrank Auto 1st Prospect #CPA-KD Marlins,$21.59,"Feb 28, 2026",https://www.ebay.com/itm/127701161067?_skw=2025+bowman+%23CPA-&epid=16086302839&itmmeta=01KJKYN48R2CSAGWX27N4DH9DS&hash=item1dbb95146b:g:J5UAAeSwDStpnLpU&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xBrXhl7wuP1F88D1chszJjkn5Ue01ypP45MVEDyMGjhzQFoJap3SN8dHh0p7dCTkBKMj5o%2Fa9j6UrNNGvOlm%2FZ17xs01SlD8OE%2FbxJlE5Q3NKrJul2Ykg97YOs2jsbxp9Nyb1m0t2ia1ab3gBqdZP9URh5pA0Ctoe2sCC7JiP%2BzK7a4lnBRIzKDEmDzXFg0k9JK3%2BtykGc%2BIYdI95Vt6JdIbP0L7504f%2Fn2rH1n2mz08%2FhYY4palrXd1HVebYhhC2C0Jix8%2BK1Ya%2BYSsE1XskGAomu7V99DyNFRyD%2BrzApArg%3D%3D%7Ctkp%3ABk9SR4TF1P6UZw
36,#CPA-KD,2025 Bowman Chrome Kevin Defrank Auto 1st Prospect #CPA-KD Marlins,$18.25,"Feb 28, 2026",https://www.ebay.com/itm/127701161069?_skw=2025+bowman+%23CPA-&epid=16086302839&itmmeta=01KJKYN48R9H5Q8ZKNJXRPJG93&hash=item1dbb95146d:g:78kAAeSw8ptpnLoY&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xAh5dfuGen0ySAWoo%2Fb5fZ%2FwgqE8ngFfWjkU2qAPOyKANVLd1vsufay6pbf910bApScj8PgnLsGzjWCpYV6b8XcYkPKbN0ddxjE%2BPBVmCWqVdajxl705UwoqXHhJp5X%2Bix3auqzxBmS3KkZXk7LefDggDgL8PHesKREhmDRCZ9WOA8mrni91frnGlYEX1r%2FebdZcGB1eVWiVkUe9XbF843nbd0OvV5mvGxzTkufzXT0ucIZZh8ZDbHzlD1hFnNAs64%3D%7Ctkp%3ABk9SR4TF1P6UZw
37,#CPA-KD,2025 Bowman Chrome Kevin Defrank Auto 1st Prospect #CPA-KD Marlins,$24.50,"Feb 28, 2026",https://www.ebay.com/itm/127701161057?_skw=2025+bowman+%23CPA-&epid=16086302839&itmmeta=01KJKYN48R5PX1S0T5W9MNJW2A&hash=item1dbb951461:g:Qi0AAeSwIyhpnLqP&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xB4wsDwdCCZU0HhaE1TzdJB0xLBLoZpGhPXBPJmMJ%2Bj%2FtPSKDf6cJRJ9p7%2BJ45%2FgMASsHD5LQ5vsEGA2C5ZL7OI7NAu9sJT1sb7b8ZkV5aDKeL%2BZT8so9yEInecnakFdPINDXXwL2CIhas9YglRWQcibYSW7lOC3%2FedDzDs0ANzZ%2B9H0nO5DVT3UIagMNy%2B6LlZXljyZxLlX65x2UEoVsx5ALqW%2BZZLBkDy%2FaN0bS3FSea7U0hhybHhIVeJY9YxCg0SRMdGEkheap%2BzrQuNSDg8GwLZr5yjUBzHHhG4rRNd3A%3D%3D%7Ctkp%3ABk9SR4TF1P6UZw
38,#CPA-CM,2025 Bowman Draft Cody Miller 1st Bowman Chrome Auto #CPA-CM,$7.99,"Feb 28, 2026",https://www.ebay.com/itm/336456863780?_skw=2025+bowman+%23CPA-&epid=6090205000&itmmeta=01KJKYN48RYJGTBM63XCQQH723&hash=item4e56645024:g:eOMAAeSwD-5pozmR&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xD9TB8Z1KJf6b0IafALSkssrYjYxoliEbST%2BhA%2FOwpiUWOcq0tJkKb62GNpLE64ydWGmsgYyIQ0cz3adrBpjNKRJn%2Fp2e0P4VKtQbmkTV%2FjXSgfo3Q1JtlfiLyDquFoDtZ0C5wJL74pYniCfmIkf3kAA2eudbcW%2By%2FS1Wg5JAr7z4PvgV2A47mz%2FDAoluvkM375i5qDBDBzP0FYudnm%2B0%2F5N2jUyOT6SR5FJZCVDXEMPZAeAMewqvRS%2F0Oqu0%2FowvI%3D%7Ctkp%3ABk9SR4TF1P6UZw
39,#CPA-KM,"2025 Bowman - Chrome Prospect Autographs Kevin McGonigle #CPA-KM (AU, RC)",$280.00,"Feb 28, 2026",https://www.ebay.com/itm/127711004350?_skw=2025+bowman+%23CPA-&epid=16079899047&itmmeta=01KJKYN48R9MK7PGVF7W7YVBVM&hash=item1dbc2b46be:g:L4YAAeSw8fVpoykg&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xA6bGrkz8gwvOKhst%2BBBAAoWPSySKhLBOsv4nkKPRUx0zNkumRfPHAuPqG4JhxD0ZSZ%2FCf8aZHEG20dz1JN9M7Hnhw8J%2B4besCl9jR75bvFbsirib7HN9mXEV3b8NuAb18O7KrLzjRRzF8OtJuyBPvgiNXLKpbFoWVqs8sH2BdXfHan1mTxcOy1Ndj75mlFOrmYiEMF1vZgM3OHkjqy32cD2CkLRouWhehfF4g5O4kW3VAUUjglsIqXZnlQChVg%2FqF0QxadVPhCXAvAP7BFazqCj8t8%2BC3QJF7Z3QO08edfag%3D%3D%7Ctkp%3ABk9SR4TF1P6UZw
40,#CPA-NSN,2025 Bowman Draft Chrome Prospect Autographs Nate Snead #CPA-NSN 1st Bowman RC,$6.99,"Feb 28, 2026",https://www.ebay.com/itm/406722148801?_skw=2025+bowman+%23CPA-&epid=15090163541&itmmeta=01KJKYN48R4ESC2A121R446NG9&hash=item5eb28779c1:g:fBoAAeSwR21pn4dh&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xBjl%2BT8J7S5Rg4AwipW%2BJxrc9IJcDfYz5uveB25EVV%2B9NNxHHA9TjfSY5zV9pxO01HQ61Iyu8xvIPnJDuP5x3REiEFjmMZc9MzeacmHJ8cvWDYpy4W%2FA3Ells%2F2FnDDtGyrD7sytk8tRXicoZZLc6IILlZtxKPW1%2FJsWdzCefTaj9uaYzoJPCySt8Qp%2BX48Hxu7ebAtBjcePxU4q%2FyyWekeIi%2FQyRkzbLIw%2B5Obv%2BRYDmULbKWSI2YGOnOzAiKLbBK4yBEBWxlcyvaL5Nv0w5S%2BJ2gOROzdBMP6%2FFDN%2FZ%2BseA%3D%3D%7Ctkp%3ABk9SR4TF1P6UZw
41,#CPA-KC,2025 Bowman #CPA-KC Kevyn Castillo Chrome Prospect Autographs,$5.52,"Feb 28, 2026",https://www.ebay.com/itm/389661495798?_skw=2025+bowman+%23CPA-&epid=17079909230&itmmeta=01KJKYN48R27T7SABQGTCZBHA8&hash=item5ab9a291f6:g:mHwAAeSwX~BpnPg1&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xAVs6DBJkla6jr2l8huzzXKBBmegAUn45pqLBxkRlWwc9Abv9SE0c040R9LnWaAloCv431uIfi5EVBeA8n3Eqhg%2FFdDxUZdi6FJLf6DCQrbSagZBsD8zIX7GO9u%2BWjmdg6Dt3h2wo7jIhdK6UZ%2B%2Fx6lCbYLl5%2Fr9%2FxOTdSD1TBGF4ZLus8HW831DTV2Zk9%2BM15IrwcpJ3xw2lEcLeWEFJS1aeelPJ151386uZs8JfmABvGJPtj642Dl9WmVzpuQ4CKdO74lRLSvjWNCv2YnT0vMK90rWdu4ELRdd5PWbLyUoQ%3D%3D%7Ctkp%3ABk9SR4TF1P6UZw
42,#CPA-AES,1st Bowman 2025 Chrome Prospect Autographs Aron Estrada Orioles Rookie CPA-AES,$86.00,"Feb 28, 2026",https://www.ebay.com/itm/358244789952?_skw=2025+bowman+%23CPA-&epid=24079907374&itmmeta=01KJKYN48RSEW93VFSMK06GJBV&hash=item53690daec0:g:GDsAAeSwr75pmmpo&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xBTSWelk2p4jfIx%2FMbiLQal8Ao31SK%2FGB9RN98i24hMlZLuR283c%2BWUCrNrxZTM3XxFYXx%2FYzbipFT9VvNDLNDF5rraEyssFRvqwxJInuzKc4WzvXQnKOwPo%2FLdT1irs1GlUoVdu1bc8UAkUQdCT2DLBYpR8Y%2ByLtV1Cz6awYsbHkcFKgR7sfHFlZsxQlNztu1q6TbSbBchUCHGW9wCTaD4kFPIPteQyoTY8I1%2FJhVh4k3AUt7yoDggNosqQ0%2FQXeQ%3D%7Ctkp%3ABk9SR4TF1P6UZw
43,#CPA-JT,2025 Bowman #CPA-JT Jesus Tillero Chrome Prospect Autographs,$2.25,"Feb 28, 2026",https://www.ebay.com/itm/389661495774?_skw=2025+bowman+%23CPA-&epid=28079916670&itmmeta=01KJKYN48R3FB20K5CMEK236N7&hash=item5ab9a291de:g:F7oAAeSwh0dpnPiu&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xBNVHwUWkKhPI9%2BRo6%2FkbnIO33zUfN%2Bj43LcLO4mWz3RFuaYDKuQm0YMMmo4eC9XRWtrXBaMB3sCFfNQt%2Fk9F102VlWaFKHO2TAEuXDPwCtS92XCdHEwjWcO5f909B4aBUcb%2FM4ZRup4wX68aWDC%2BVpX44hQ93w%2F2S0oXVxVXEk8ixhmt1RNNUHPpOoLrRAYmlQxxjBl%2B3HWJ6pG1RywztyxgVouycpuuJ0SBwksdew6XwlQJCcewJr%2BxgB2YPPUz0%3D%7Ctkp%3ABk9SR4bF1P6UZw
44,#CPA-JP,2025 Bowman Draft Jojo Parker 1st Bowman Chrome Auto #CPA-JP - Blue Jays,$82.90,"Feb 28, 2026",https://www.ebay.com/itm/168177381894?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48RV8A243DF8M7H1CAQ&hash=item2728273206:g:RbgAAeSwZThpmmnK&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xCuNz%2B1ljp9IdqcSeQgW1ZwoV1E5BuvuHuJhgW97I4o5I9HISoNRBsc6l1iywUbgFQREgA3LRm5CE3xHJQsvsEsGTyvNvQutgq0xV7jUS%2FuUz8ahCXmJeA76MfO%2FOiNsxOJ4pMLYkToV0MH32uPgFSbcXw1aC7WCgRSGgkfIMZNI1JT%2BKJzyiA%2FGA17%2Bpyja3t4F8XcPRoGB9Ai7nnZ5bvV6FABZYnNi1XR6D9zOfQWvmXEyOiki7XL3A66qISX4BQ%2Byb8hz3q%2FRZbOsmoaIyxaQtzzJq8dD0VPags7Dp06Dw%3D%3D%7Ctkp%3ABk9SR4bF1P6UZw
45,#CPA-JVA,2025 Bowman #CPA-JVA Javier Vaz Chrome Prospect Autographs,$2.25,"Feb 28, 2026",https://www.ebay.com/itm/389661495784?_skw=2025+bowman+%23CPA-&epid=16080245981&itmmeta=01KJKYN48R3GC66MR3X15Z4DFM&hash=item5ab9a291e8:g:LmQAAeSw53ZpnPg0&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xAV7HLOjPgL5IbD%2Bl46Gm74wTyBbBCvUcNXQbVJ29xc6VIgzktHoD%2BsHZoXJw370X24zC8GUFXWCm19u9tZ2mAikzXT82MJ6jZZA%2F8wQRHIlOlRRM%2FStO93SwEOmnrFI%2FXE9h3emSDLSsiXT8V4e%2FwlpOJ3gf9T4xE2cm5337Kn%2BniQSL8slI4zifWxbvCpokex7LYReUofyzYH2LJXsn71dJUQVVBHzoXPF2L3sSkZFODFuG4z11Djvi9xbwdzh3oaZ1vBSYqDDIiX8Ioxh%2BfSPuxjmsfFI66KKU2IgPMk0w%3D%3D%7Ctkp%3ABk9SR4bF1P6UZw
46,#CPA-AE,2025 Bowman Draft Anthony Eyanson Chrome Auto 1st Prospect #CPA-AE Red Sox,$22.50,"Feb 28, 2026",https://www.ebay.com/itm/127691973802?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48R0M3FXQQRAMZSFR2Q&hash=item1dbb08e4aa:g:FG4AAeSwC4xpleeJ&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xBn6a3CHsSd64z53lwaqYCWC0TAwl8cN9ePD0I7jAQz1PF2fWDvXevpX5X4xr1TgBSIbu6Bd%2FcrfG7B94AEOymgJl5pqydVqkFk%2B%2BsbD2XfGpt2eILb3OHL4BE6nsKePGloI6aAGkHL2kMDEZ2nLkJQm3Jg9jOdy%2BJDX9SuX%2FW3ALqDuhnY7FbY7hZ8S3gAoWp6RxfdZ4uPNOeKRlro8rsdEPjFlBY%2F9%2FBzSEGCKSYD1qAcXP6fEDAOrVykZ8JbhHijRWagZ9iwImsk1L5qK%2B2HbnIS1iIZ3mV%2FndyuerG0CQ%3D%3D%7Ctkp%3ABk9SR4bF1P6UZw
47,#CPA-JBR,2025 Bowman #CPA-JBR Jacob Bresnahan Chrome Prospect Autographs,$12.27,"Feb 28, 2026",https://www.ebay.com/itm/389661495775?_skw=2025+bowman+%23CPA-&epid=16079895440&itmmeta=01KJKYN48R5J8ZPHVQ0Z5T9F2X&hash=item5ab9a291df:g:I~wAAeSwpZRpnPir&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xCRVz7oReZOa5x%2FCqv3GQNYgSth6Jbzj52H70icqTu6HFnx0pRIobLzRKT28yswdcz67zbf4tz23dYhu31tcrVUroczpkbGD%2BXkYKXwzwSk1Zewd28aj%2BJxsvfWRWsm9peGIHKDN1XvurNfLfe7JZHcMy1zaz5fgctj5yrhWdjJG%2BtUQKRpU67CqrbNdBS9Poz6usyPHrMqWjUs4p8rn5h7oZ4WCx2kzHkO97eRjXS1Y%2BNe%2B%2FJwhi2LACdLR6gxw8Q%3D%7Ctkp%3ABk9SR4bF1P6UZw
48,#CPA-IC,2025 Bowman #CPA-IC Ichiro Cano Hernandez Chrome Prospect Autographs,$2.25,"Feb 28, 2026",https://www.ebay.com/itm/389661495766?_skw=2025+bowman+%23CPA-&epid=18079920960&itmmeta=01KJKYN48RWET01ABRBZT7WWWW&hash=item5ab9a291d6:g:JSYAAeSw2lNpnPjp&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xBv7AoOuuw4K%2BaEzc7g9Ro4l9o17KdJBJRehJ%2FO5Gf4ot%2B%2FDKSBpvkIQQXT2Q%2F0rRmrIoquNhC36PvpKnROTf3zt5LuijBntFvm%2FbUG7ZljUmhbDP0y9HKPj6J%2FGbIEj7Z9JPIVcoJ4Bggq4XCbd9GKwvHlO5hGpiME8TPesljf9tM5YFL94XqHpbdLXbhp6Kl8R4USzsI71djr6NHuqrvIXn443d42d12tn3%2FxfVj6NlOmWddKbeIHi5d%2FU%2Bkk0%2Fw%3D%7Ctkp%3ABk9SR4bF1P6UZw
49,#CPA-HA,2025 Bowman #CPA-HA Hayden Alvarez Chrome Prospect Autographs,$19.31,"Feb 28, 2026",https://www.ebay.com/itm/389661495779?_skw=2025+bowman+%23CPA-&epid=14079901376&itmmeta=01KJKYN48RZF1HMSGQTFM3B5YM&hash=item5ab9a291e3:g:GqkAAeSwMT9pnPjm&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xB%2B7%2FQULDXcvOeWlCVLXaAVTz0%2F%2BA%2F1IZYA0j4YaAlh64BKcsXW5mnrY8gHTQNMxMNJA1tb0VChVpIGBsEy923NZLDTVsxfaZEKaSG0St3PDwQNTQRBbu5MRwGvSnPwuLG2QkC8BVnC9CCa2Nd4dUsqtTbAT2f3sn5X%2FavBk445fqUSTKZYGfrKH5m4Xb2r%2BEZvF%2B8HqmOPxq4Gbp31jeGu5N8iDCLOhuVzh4tuQuOOejefLItKWQU2ehEdCpGJMd3MgmeAOZj%2FBJ7JNSLN7s%2F99we6dBqOpU54fP1rJLVlmQ%3D%3D%7Ctkp%3ABk9SR4bF1P6UZw
50,#CPA-SC,1st Bowman Chrome Prospect Autographs Slade Caldwell Diamondbacks Rookie CPA-SC,$23.50,"Feb 28, 2026",https://www.ebay.com/itm/358244777325?_skw=2025+bowman+%23CPA-&epid=12079893386&itmmeta=01KJKYN48RXAX648ZTVYPX9AP1&hash=item53690d7d6d:g:DM4AAeSwXWZpmmlA&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xCOJslIQAZeEIdzYIw0FxuEvqJnvGE%2F1wGEMnqwGD2XPea5iUt9QklEUQO8UMgDrDtl4y2gi6kekH9BN%2FQtn4bCpE7CO%2F9eHTONSUJJzgJqRIUHZll4MI4cK%2BbIoKSPc7i0HbbKw0y2prK4stIwCfGcc%2Ft8cY9zOG%2BGM799hKmwqn6IYxurShdFlqCy4dIiQkxCoiitS29PiIEXtDcuPZCjXmqT0hKwj7%2FJ3MfuuoBPdcDVfX%2Bf%2B68kBK3D4iF3APo%3D%7Ctkp%3ABk9SR4bF1P6UZw
51,#CPA-GK,2025 Bowman #CPA-GK George Klassen Chrome Prospect Autographs,$23.50,"Feb 28, 2026",https://www.ebay.com/itm/389661495765?_skw=2025+bowman+%23CPA-&epid=14079895883&itmmeta=01KJKYN48S9S6H721JFCA7PK2B&hash=item5ab9a291d5:g:5v4AAeSw1kNpnPg0&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xAajl9Fh9CChty%2FxlsARaUJ%2FB0WfZLLIcmw5FOJWXyYefPcjlPczAlqDhlDOJ%2FPR7ihtQxWEwPb2agJ7nCPOpNuZiZRUbUHyYDZUpC0Wx254sjUvyMaQfrd%2BGVE%2BtON2K4YRy293JrmoGj%2BLnEljVKdNjbvH%2FXCmcDBrc4eNAhK0KgyGpnXgvYYLKpkuSkOJzgi%2BRBNRVO63K1lNykjWoOBqIQ%2BWPHDp%2FQRc40PpuKyyjcP6q598dQEZHT3Utjx%2BaIGT%2FdkwscCjhTHUOvecgZRo3uKPgFhIVcko5iqm8Ptaw%3D%3D%7Ctkp%3ABk9SR4bF1P6UZw
52,#CPA-FL,2025 Bowman #CPA-FL Fabian Lopez Chrome Prospect Autographs,$2.50,"Feb 28, 2026",https://www.ebay.com/itm/389661495754?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48S2HJYSTQA0JB1CYEK&hash=item5ab9a291ca:g:pMYAAeSwleRpnPhx&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xBXfnmV85h2se%2FWPoGAEbVA0GCITEGOd%2BUlCgqkAhWdw2FN8BE2MV9hJ7Hb3EblYa9DXZjpHkvqVhX%2BmLeN8t%2BBm8Z0lZHuWROQy25Z3SoLVP1AlQB3KP92jodtNYLdue4pLPizca63nRu1lwytxNx2Q75yy9zeZAFIGn0fSodwEqtqAq2iELXJ5awGdoriagiOFnLl17bFbSwr8PG%2Bks0Dxs2TBfYHK%2BsSaX5sC8dKIlS17IBVozHHUAWaSTEWoceTXc5DpwqFQjZReJ06XdFTl3%2F0tVe8uObr8DSaCMnoMw%3D%3D%7Ctkp%3ABk9SR4bF1P6UZw
